iter	RMSE
285	0.06792577262
286	0.06759829761
287	0.06724566711
288	0.06698511519
289	0.06664473764
290	0.06625511682
291	0.06591825515
292	0.0656494554
293	0.06555987417
294	0.06534001381
295	0.06510731541
296	0.06503428319
297	0.06487233891
298	0.06444902565
299	0.064183205
300	0.0640415255
301	0.06378204117
302	0.06340636986
303	0.06334526007
304	0.06296221283
305	0.06282681849
306	0.06276736272
307	0.06270034436
308	0.06238732201
309	0.06207872083
310	0.06181146785
311	0.06156820942
312	0.06134926189
313	0.06129346212
314	0.06124050356
315	0.06100514956
316	0.06094669621
317	0.06066051227
318	0.06040379303
319	0.06013736729
320	0.06008606589
321	0.05976096018
322	0.05955686118
323	0.05924406473
324	0.05892814009
325	0.05871861679
326	0.05848260079
327	0.0584323395
328	0.05815893072
329	0.05791811106
330	0.05773129908
331	0.0575526514
332	0.05732188879
333	0.05713451742
334	0.05707931158
335	0.05702673849
336	0.05691136549
337	0.05661821858
338	0.05640917247
339	0.05625061944
340	0.05606768556
341	0.05582301448
342	0.055666666
343	0.05547982411
344	0.05533194224
345	0.05512205611
346	0.05508004229
347	0.05487757787
348	0.05462295505
349	0.0544539131
350	0.05418522137
351	0.05396149701
352	0.05378909888
353	0.05354700539
354	0.05335108286
355	0.05330641196
356	0.05325750385
357	0.05314647769
358	0.05291008912
359	0.05267336884
360	0.05262959916
361	0.05258988835
362	0.05244682678
363	0.05239996789
364	0.05215843095
365	0.05211546408
366	0.05207134562
367	0.05188499096
368	0.05170922822
369	0.05149678962
370	0.05145374442
371	0.05141481665
372	0.05125328507
373	0.0510674753
374	0.05087615403
375	0.0508398899
376	0.05064546779
377	0.05049052974
378	0.05026306685
379	0.05005621959
380	0.04987666684
381	0.04971566801
382	0.0495393984
383	0.04949885392
384	0.04935999365
385	0.04931724261
386	0.04911827983
387	0.0489764332
388	0.04887203304
389	0.0487331808
390	0.04858865496
391	0.04832597023
392	0.04827558331
393	0.04811091317
394	0.04789548842
395	0.04770746043
396	0.04767284749
397	0.04763804279
398	0.04745215187
399	0.04724239917
400	0.04719178537
401	0.04703999529
402	0.04687122621
403	0.04683973484
404	0.04663361157
405	0.04650644988
406	0.0463650339
407	0.04630525715
408	0.04623706626
409	0.04609944702
410	0.04591990279
411	0.04574816324
412	0.04570189422
413	0.04567162145
414	0.04563067705
415	0.04548694567
416	0.04545807814
417	0.04527985206
418	0.04524963806
419	0.04514917228
420	0.04494516932
421	0.04483173312
422	0.04467561718
423	0.04449908916
424	0.04432981859
425	0.04429667599
426	0.04412892335
427	0.04398900706
428	0.04387199635
429	0.04371052806
430	0.04366638122
431	0.04349339714
432	0.04336016304
433	0.04333097422
434	0.04317032509
435	0.0431273321
436	0.04309675861
437	0.04302016093
438	0.04287587634
439	0.04268417198
440	0.04255529219
441	0.04243988323
442	0.0424104238
443	0.04238148351
444	0.04225921427
445	0.04223245697
446	0.04217232616
447	0.0419924311
448	0.04183589414
449	0.04168239806
450	0.04162004799
451	0.04159311656
452	0.04142464139
453	0.04128966773
454	0.04113354056
455	0.04098217165
456	0.04083879176
457	0.04081259659
458	0.04078015653
459	0.0406177458
460	0.04047504765
461	0.04034968103
462	0.04030211382
463	0.04027833596
464	0.04013347622
465	0.04003453307
466	0.04000534495
467	0.03995739307
468	0.03993214156
469	0.03990856559
470	0.03988582466
471	0.03975124043
472	0.03972712825
473	0.03959789762
474	0.03941377841
475	0.03938856908
476	0.03927110154
477	0.0392131366
478	0.03904416875
479	0.03890707114
480	0.03886059757
481	0.03873504748
482	0.03862869568
483	0.03859675856
484	0.03846885076
485	0.03844618394
486	0.03832542276
487	0.03822233927
488	0.03813513415
489	0.03801769766
490	0.03792828226
491	0.03784658761
492	0.03766933353
493	0.03762630173
494	0.03760461419
495	0.03744679935
496	0.03733464724
497	0.03722491548
498	0.03720344613
499	0.03710957034
500	0.03700350635
501	0.03687955374
502	0.03678242293
503	0.03664251681
504	0.0365461184
505	0.0365247244
506	0.03645008742
507	0.0363422155
508	0.03631851875
509	0.03627551112
510	0.03617882069
511	0.03608919351
512	0.03601642281
513	0.03590579738
514	0.03584599003
515	0.03573842208
516	0.03557945312
517	0.03549551928
518	0.0353991639
519	0.03533135999
520	0.03520314266
521	0.03516784282
522	0.03507593627
523	0.03497549303
524	0.03488790838
525	0.03486335468
526	0.03473753445
527	0.03466287375
528	0.03457920788
529	0.03447699401
530	0.03437921177
531	0.03435514798
532	0.03429393693
533	0.03420992647
534	0.03407873727
535	0.03405935836
536	0.03402591774
537	0.03396789432
538	0.03384492039
539	0.0337879804
540	0.03376817677
541	0.03374207294
542	0.03371107974
543	0.03364743549
544	0.0335185778
545	0.03343639582
546	0.03332848006
547	0.03323605651
548	0.0330923793
549	0.03307867924
550	0.03298969066
551	0.03289075566
552	0.03287014948
553	0.03280148955
554	0.0327373164
555	0.03269034015
556	0.03260701626
557	0.03252316956
558	0.03250513013
559	0.03243316871
560	0.03232942924
561	0.032248784
562	0.03220115691
563	0.03210491456
564	0.03201969527
565	0.0319366284
566	0.03187196644
567	0.03175223037
568	0.03168734646
569	0.03153868707
570	0.03146671036
571	0.03144876845
572	0.03135776003
573	0.03124986171
574	0.03123470802
575	0.03121762495
576	0.03115379266
577	0.03105298609
578	0.03103033507
579	0.03090300246
580	0.0307564371
581	0.03067633719
582	0.03060132219
583	0.03058807415
584	0.03043889353
585	0.03030135351
586	0.03022053403
587	0.03017669746
588	0.03016009078
589	0.03008731372
590	0.03007372944
591	0.03005703119
592	0.03004118302
593	0.02998949293
594	0.0299004815
595	0.02985886807
596	0.02983773936
597	0.02973740399
598	0.02972045377
599	0.02970766292
600	0.02957164616
601	0.02954999215
602	0.02950898589
603	0.02943386388
604	0.02934302248
605	0.02930051536
606	0.02923731901
607	0.02921766006
608	0.02914905117
609	0.02905418149
610	0.02904192385
611	0.02898893773
612	0.02894984645
613	0.02890029895
614	0.02883962786
615	0.02876922441
616	0.02872413756
617	0.02868048838
618	0.02866512117
619	0.02861811829
620	0.02857628607
621	0.02851123003
622	0.02849371628
623	0.02848189949
624	0.02837228798
625	0.02830485361
626	0.02825504106
627	0.02813533124
628	0.02807046787
629	0.02794108907
630	0.02786234407
631	0.02784869288
632	0.02780942611
633	0.02774416634
634	0.02769216682
635	0.02764900239
636	0.02755976999
637	0.02748069027
638	0.02741137591
639	0.02737653107
640	0.0273090585
641	0.02725246373
642	0.02721009768
643	0.02710839191
644	0.02705089594
645	0.02699323356
646	0.02690934502
647	0.02686949141
648	0.02683229185
649	0.02675306085
650	0.02669418648
651	0.02666771501
652	0.02658767706
653	0.02650240715
654	0.02645415719
655	0.02641103632
656	0.02635288989
657	0.02630885303
658	0.02626594524
659	0.02622389709
660	0.02616930956
661	0.02613299111
662	0.02609623565
663	0.02608204356
664	0.02600491728
665	0.0259069565
666	0.0258744567
667	0.0258606164
668	0.02578463027
669	0.02577105711
670	0.0256639251
671	0.02564771549
672	0.0256346441
673	0.02558792494
674	0.02557650742
675	0.02554355707
676	0.02551232934
677	0.02549992822
678	0.02544732707
679	0.02534203817
680	0.02531038655
681	0.02525280243
682	0.02521623042
683	0.0251930478
684	0.02515401584
685	0.02514429491
686	0.02513231701
687	0.02507468201
688	0.02502855814
689	0.02498674822
690	0.02495477822
691	0.02491925531
692	0.02487545556
693	0.0248134011
694	0.02471930931
695	0.02464284443
696	0.02459564806
697	0.0245799514
698	0.0244729618
699	0.02439189314
700	0.02434701612
701	0.02428032889
702	0.02424711447
703	0.02416832985
704	0.0240992386
705	0.02408978907
706	0.02397861387
707	0.02394681287
708	0.02389399118
709	0.02383093193
710	0.02382159746
711	0.02377410546
712	0.02376274793
713	0.02375370917
714	0.02371888863
715	0.02370999808
716	0.02369861899
717	0.02368794961
718	0.02359079298
719	0.02357989408
720	0.0235035121
721	0.02349520163
722	0.02341624193
723	0.02337855763
724	0.02332511019
725	0.02326742582
726	0.02317331432
727	0.02314319587
728	0.02309873607
729	0.02306771234
730	0.02305939897
731	0.02302676009
732	0.02297987872
733	0.02294588675
734	0.02290962128
735	0.02289897926
736	0.02287370548
737	0.02282839966
738	0.02280906259
739	0.02277677726
740	0.02274881859
741	0.02273992743
742	0.02266899738
743	0.02265526194
744	0.02262044582
745	0.02257759857
746	0.02251855107
747	0.02247441409
748	0.02246476357
749	0.02245714333
750	0.02236438154
751	0.02230219228
752	0.02225495727
753	0.02219170635
754	0.02215592154
755	0.02211799427
756	0.02208887394
757	0.02206054708
758	0.02200167766
759	0.0219507611
760	0.02192308326
761	0.02187498812
762	0.02183716621
763	0.02182962478
764	0.02177413206
765	0.0217093094
766	0.02166110934
767	0.02163515072
768	0.02160981476
769	0.02160054981
770	0.02159327718
771	0.0215434133
772	0.02150220174
773	0.02146585293
774	0.02139073914
775	0.02135022042
776	0.02133014624
777	0.02128900144
778	0.0212809601
779	0.02126441912
780	0.02123546597
781	0.02120244556
782	0.02112291974
783	0.02108809851
784	0.02107574159
785	0.02099730437
786	0.02091521653
787	0.02084080491
788	0.02080523396
789	0.02076203998
790	0.02069553413
791	0.02066851615
792	0.02064150172
793	0.02056208669
794	0.02053710491
795	0.02051153652
796	0.02050287746
797	0.02047913131
798	0.0204422087
799	0.02042021187
800	0.02039432619
801	0.02031958819
802	0.0202734731
803	0.02022463223
804	0.02017526413
805	0.02013974987
806	0.0201326171
807	0.02010628798
808	0.0200352982
809	0.01999357224
810	0.01994653129
811	0.01991929065
812	0.01988688518
813	0.01982849171
814	0.01975975458
815	0.01972188786
816	0.01966633567
817	0.0196202358
818	0.0195854676
819	0.01955208344
820	0.01949803848
821	0.01948985784
822	0.0194555272
823	0.01941242716
824	0.01937471152
825	0.01935008475
826	0.01931416409
827	0.01930619673
828	0.01928631454
829	0.01926121075
830	0.01924210602
831	0.01918477799
832	0.01916248416
833	0.01912807578
834	0.01910615561
835	0.01907761634
836	0.01903011404
837	0.01899738898
838	0.01895867424
839	0.01895091547
840	0.01891240352
841	0.01889767609
842	0.01885348927
843	0.01884637898
844	0.01880419393
845	0.01878246794
846	0.01873358897
847	0.01869572594
848	0.01864600989
849	0.01858744096
850	0.0185493632
851	0.01851337893
852	0.01849444651
853	0.01845314344
854	0.01839167446
855	0.01835119143
856	0.01833239941
857	0.01830417646
858	0.01827267733
859	0.01824197327
860	0.01820699243
861	0.01819315013
862	0.01818487589
863	0.0181505809
864	0.01812074089
865	0.01810708993
866	0.01809936304
867	0.01808647966
868	0.01806789995
869	0.01806037313
870	0.01798761573
871	0.01795336885
872	0.01790170075
873	0.01786103015
874	0.01784453714
875	0.01778528815
876	0.01775295248
877	0.01774657339
878	0.01770022788
879	0.01766929746
880	0.01764948622
881	0.01760923136
882	0.01757154435
883	0.01756101406
884	0.01752697804
885	0.01749255862
886	0.017463892	887	0.017432893	0.02380073764
894	0.02372486591
895	0.0236930875
896	0.02367816491
897	0.02365089329
898	0.02358891949
899	0.02354962917
900	0.02352732513
901	0.023488741
902	0.02343732316
903	0.02898	0.0171904	0.02899	0.0170905	0.02900	0.0169906	0.02901	0.0169907	0.02902	0.016908	0.023903	0.016909	0.023904	0.01910	0.0230905	0.01911	0.0230906	0.01912	0.0229907	0.01913	0.0228908	0.01914	0.02283528545
915	0.02279398426
916	0.02272580785
917	0.02269814307
918	0.02264697345
919	0.02255818954
920	0.02251064632
921	0.02247137851
922	0.02244585393
923	0.02237894999
924	0.02232980356
925	0.02226835041
926	0.02225087791
927	0.02222462973
928	0.02216877531
929	0.02214838551
930	0.02208153472
931	0.02207413099
932	0.02201935308
933	0.02196109622
934	0.02194954093
935	0.02192862464
936	0.02190704992
937	0.02185857956
938	0.02182280112
939	0.02178729522
940	0.0217151403
941	0.02170629402
942	0.02166953676
943	0.02162100417
944	0.02161386579
945	0.0215802787
946	0.02156065206
947	0.02152745129
948	0.02147807024
949	0.02145592495
950	0.02140630763
951	0.02135895176
952	0.02133543416
953	0.02129879848
954	0.02126534961
955	0.02125210631
956	0.02123457757
957	0.02118034823
958	0.02114837629
959	0.02110737292
960	0.02110032277
961	0.02109433963
962	0.02105301004
963	0.02101637063
964	0.02100158285
965	0.0209520549
966	0.02092847883
967	0.02088470436
968	0.02085629449
969	0.02081097558
970	0.0207499342
971	0.0207431975
972	0.02066791081
973	0.02062351425
974	0.02057496696
975	0.02051895269
976	0.02046397059
977	0.02045482681
978	0.02041293418
979	0.02038848639
980	0.02034791047
981	0.02031668018
982	0.02026516465
983	0.02023784704
984	0.02019340807
985	0.02016754371
986	0.02014094682
987	0.02010074271
988	0.02009381463
989	0.0200581836
990	0.02001941187
991	0.01996965378
992	0.01993495384
993	0.01990763564
994	0.01987076394
995	0.01984609138
996	0.01981397293
997	0.01978025343
998	0.01975884959
999	0.01971822515
183
995	0.01453681583
996	0.01449246462
997	0.01448178322
998	0.01443344746
999	0.0143904976
37
994	0.008874779143
995	0.00885655583
996	0.008834442585
997	0.00882639735
998	0.008808657547
999	0.00877631291
995	0.007068673854
996	0.00705280331
997	0.007046885123
998	0.007038386803
999	0.007029980355
